"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.2.58"," 0.123361871"," 0.125523573"," 0.113384995"," 1.096959477"," 1.053907626"," 0.031333374"," 0.780649267"," 1.252747472"," 1.261460758"," 1.547052418","-0.347193351"," 1.867537008"," 0.331343568"," 0.766677964"," 0.403149530"," 0.026164992"," 1.446577282","-0.001624309"," 1.860037929","-0.641655316"," 0.588588969"," 1.181227864"," 0.231970214"," 0.847369957"," 1.363210643","-1.910709321","-0.480607167","-1.065667011","-0.734861038","-1.177578583","-0.259410791","-1.101340442","-0.527681340"," 0.516166627","-0.653191526","-0.361455734","-0.538315218","-1.081628911","-0.272851165","-0.631152832","-0.634405104","-1.897698600","-1.884496601","-0.369774888"," 0.931697441","-1.573568842","-1.788180573"," 0.318089709"," 0.121863421","-0.253005286"
"Bin.2.54","-0.01702427"," 0.21955807"," 0.32872882"," 1.23175760"," 0.33129429"," 0.98526085"," 0.48700278"," 1.11363470"," 0.93218856"," 1.12864403"," 2.11844895"," 0.51072476"," 0.21077100"," 0.37430549","-0.24980298"," 0.48795633"," 2.05931512"," 1.93410897"," 1.31240991"," 0.39999627","-0.38682995"," 0.67639754"," 1.23157828"," 1.81813338"," 0.52093212","-1.04907406","-0.82995643"," 0.21433668","-0.88700894","-0.97683487","-0.46643067","-1.04981435","-1.09055737","-0.73594718","-1.13911670","-0.77511751","-0.90233997","-1.07181374","-0.89353248","-0.53137142","-0.80373119","-1.07786754","-1.82347982","-0.61622083","-0.13391196","-1.17263461","-1.38822483"," 0.75185352","-0.63421438","-0.67648002"
"Bin.2.50","-0.07603559"," 0.20523681","-0.76421560"," 1.38855272","-0.78445217"," 1.46337228","-0.20125809"," 0.86041882"," 0.14793120"," 0.02263686"," 2.72515596","-0.93942067"," 0.20219320","-0.48611181","-0.17665197","-0.04958995"," 0.29598831"," 0.16378923"," 1.69215866","-0.08585510","-0.86509420"," 0.86072541"," 0.28434707"," 2.37363067"," 1.57994959"," 0.09890938"," 0.05203374","-0.67803302","-0.21736128","-1.31605669","-0.71451811","-0.19828278","-1.45222271","-0.34730498","-1.53411402","-0.96642468","-1.20125236","-0.48115571","-0.61075996"," 0.97362720","-0.30018518","-0.81292616","-1.59393071"," 0.76273091","-0.14675208","-0.15687422","-1.33732655"," 2.04005860"," 0.56605155","-0.26533179"
"Bin.2.46","-0.785845597"," 0.588069797","-0.618780312"," 1.020570428","-0.617254751"," 0.932585264"," 0.545224767"," 1.131012392","-0.008414624"," 0.212139476"," 1.209446486","-0.280507751"," 0.775648328"," 0.386658026","-0.529888789","-0.178273936"," 1.252234623"," 0.653664965"," 0.814727522","-0.294551042","-0.738101907"," 1.191557798"," 0.318982113"," 1.251205008"," 0.923810846","-0.735415271","-0.744490495","-0.262507332","-0.731617481","-1.600346759","-1.010246635","-1.724319589","-0.719810320"," 0.160887325","-1.332167822","-1.087880124","-1.291942882","-0.713175209","-0.245663027","-0.073107470","-0.749394496"," 1.695945294","-1.592911998"," 0.670927844"," 0.156405815"," 1.154905928","-1.442145476"," 2.698350094"," 1.342299190","-0.978498234"
"Bin.2.42","-0.89048722"," 0.20971081","-1.08041814"," 1.24181785","-0.48480236"," 0.71414484","-0.11608294"," 0.95357568","-0.57010981"," 0.11771208"," 0.89019701","-0.11792769","-0.11889412","-0.65372696","-0.60594709","-0.75572759"," 0.39686519"," 0.20191982"," 0.30412801","-0.42263422","-0.90066731"," 0.63679889","-0.25206140"," 1.11469119","-0.18858872"," 3.14038453","-0.59203238","-0.13139253","-0.53225742","-1.10417859","-0.65108149","-1.33435728","-0.69207796"," 0.53639170","-1.14366739","-0.64645055","-0.76048013","-0.73831471","-0.20996212"," 0.02343143","-0.40293183"," 2.98900974","-1.07441546"," 0.40103578"," 0.40268995"," 1.15258198","-1.23446546"," 2.66698336"," 0.31091926"," 0.00115179"
"Bin.2.38","-1.024358259"," 0.235409305","-0.895027377"," 1.334798180","-1.260674951"," 0.111657087","-0.334107056"," 0.539701704"," 0.020471463","-0.220318476"," 0.615293374","-0.301014782","-0.191586247","-0.951430262","-0.084690721","-0.628892147","-0.104315504","-0.397140348"," 0.712644089","-0.097398284","-0.659103460"," 1.084459545","-0.730801102"," 0.541012026"," 0.586324024"," 3.230151765","-0.281017779","-0.203701268","-0.111321130","-0.806884032","-1.230189964","-0.643603408","-0.171783604","-0.121814226","-0.780168506","-1.532345565","-0.360334059","-0.877517375"," 0.123211728"," 0.333458789"," 0.005992872"," 2.595996144","-0.675384413"," 0.801591335"," 0.430227804","-0.771716427","-1.288507834"," 3.077499750"," 0.419301768"," 0.937945812"
"Bin.2.34"," 0.83497836"," 0.33299989","-2.22333884","-0.29516646"," 0.94022949","-0.90073928"," 0.99099647"," 0.96905700"," 0.68106296"," 0.83587357"," 0.01309254"," 2.36595932","-0.92004777","-1.41786953","-0.30831964"," 0.45583465","-1.01046329"," 0.67726894"," 1.55001229"," 0.32191201"," 0.48963338","-0.51588645","-0.28021905"," 1.35692655"," 0.17935073"," 0.48094781","-0.97488862"," 0.17259565"," 0.58191860"," 1.88419432","-0.11415524","-1.35581384","-1.26422351","-1.10099742"," 0.68297198","-0.39551459","-0.69119209","-0.88263481","-0.69957385","-0.33076199"," 1.27969411"," 0.54905007","-1.69996737","-0.33236706","-0.92560906","-1.29506956"," 1.55604376"," 0.70379658","-0.69705961","-0.25452210"
"Bin.2.30","-1.125944132","-0.654460768","-1.879695694"," 0.270139955","-0.254020102"," 0.557480477","-0.514942903"," 0.081562085","-0.017209720","-0.830972007","-0.567498912"," 0.186173742","-1.293116324","-1.474815404","-0.748095631","-0.162612944","-1.143560176","-0.897023049"," 0.805439839","-1.053941183","-0.719184633","-0.317025978","-1.180768432","-0.295926326"," 0.406426887","-0.342692884"," 0.440908261","-0.319357505"," 0.218749200"," 0.911246030","-0.481144620","-0.089601021"," 0.656244780","-0.072792607","-0.033671909","-0.252854774"," 0.067427497"," 0.127358053"," 0.311761992"," 0.699468294"," 1.743140187"," 3.998795045","-0.754872050"," 1.032650857"," 0.494642439"," 0.410471462","-0.003044213"," 2.442839033"," 0.340592811"," 1.277326974"
"Bin.2.26","-0.202566629","-0.482412645","-2.363056483","-0.063795363"," 0.285095737","-0.182057391"," 0.100086294"," 0.416387526"," 0.136800904","-0.156201898","-0.412567852"," 0.860154656","-1.429375620","-2.051217363","-1.178056546","-0.479697976","-1.790194658","-0.644845304"," 0.157874141","-1.042748913","-0.278676311","-0.178992282","-1.048726109"," 0.144202988","-0.049593006"," 1.693325066","-0.294555719","-0.285779043","-0.088932907"," 1.753482115"," 0.231017641","-1.106497312"," 1.230611074"," 0.090020057"," 0.007730587","-0.360345782"," 0.751013554"," 0.669039807","-0.147292756","-0.232059693"," 1.754274384"," 1.440188722","-1.326784889"," 0.372030000"," 0.814665556"," 1.832714681"," 1.205717705"," 2.189085872","-0.660787356"," 0.402298740"
"Bin.2.22"," 0.44440623","-0.45524357","-0.45685201"," 1.09543956","-0.94335795"," 0.69579938","-0.79513719"," 0.02172126","-0.72650384","-0.27685805","-0.31613826","-1.31047262","-0.90905292","-1.07574989","-0.79513719","-1.24338045","-0.89879145","-1.63061453"," 0.90356305","-0.52196648","-0.82954485"," 0.07506922","-1.01011406","-0.09366965"," 0.82523796"," 1.59965292"," 0.36007969"," 0.59658943"," 0.23310452"," 0.36090455"," 0.43361230"," 0.32838138"," 0.03807501"," 0.45334702","-0.97020600","-0.85414139","-0.78717088","-0.57287026"," 0.13895986"," 0.69914348"," 0.23138183"," 3.30477525","-0.01594899"," 1.14266844"," 0.18845411"," 0.31925806","-0.62056618"," 3.43705691","-0.17727241"," 0.36007969"
"Bin.2.18"," 0.62986291"," 0.04882256","-0.59157073"," 0.20542626"," 1.75170129"," 1.53193532","-0.99481147"," 0.15661553","-0.86667336"," 0.26267772"," 0.59054908","-0.59850755"," 0.17113798"," 1.95423844"," 0.06955292","-0.36398714","-0.53189360","-1.59305946"," 1.14131415"," 0.21507826","-0.80917105","-0.11742922","-0.14195028"," 0.20819394"," 1.25581903","-0.88944415"," 0.09386535","-0.42906389"," 0.34790816","-1.64680028","-1.28479527"," 3.29643715","-1.57020404"," 0.52268540","-0.08564719","-0.34608226","-0.96455387","-0.76379246"," 0.88760890"," 0.77253213","-0.40902958","-0.56124332","-0.58716537"," 0.65537408","-0.71746797","-0.69263363","-1.09562354"," 2.00771840"," 0.25336694","-0.37782122"
"Bin.2.14","-1.25368097","-0.31174085","-2.37224412"," 0.42984847"," 0.44259338"," 0.64386806"," 0.06869921"," 0.53819754"," 0.01628642","-0.13674920"," 0.36606124","-0.79498566"," 0.16784992","-0.35889204","-1.33565109","-0.67426163","-0.45954468","-0.17359431"," 0.84353293","-1.27572531","-1.15866316"," 0.66849582","-0.59974441"," 0.76644812"," 1.00147616"," 1.23218328","-0.16827492","-0.02464352","-0.62653760","-0.34667101","-0.68477575"," 0.87289913"," 0.08539054","-0.48536538","-1.05511861","-1.37671500","-0.78668470","-0.10441526","-0.79738228"," 0.09216682"," 0.47651302"," 2.59301006","-0.92726871"," 1.42059419"," 0.33568657"," 0.88582234","-0.82491450"," 2.96134283"," 1.68979960"," 0.51547902"
"Bin.2.10","-1.54903227","-0.48176517","-2.08426984","-0.53995029","-0.81853189","-0.77266045","-0.11941131"," 0.39559429","-0.69977819","-0.52938399"," 0.23420996","-0.18481963","-0.29812838","-1.77074823","-0.41967926","-1.28353516","-0.77155794","-0.95486839","-1.07475554","-1.05924934","-0.60266105"," 0.41970204","-0.84624046"," 0.58783881","-0.07351513"," 0.41759905"," 0.30219134"," 0.26389566","-0.03729303"," 1.38440482","-0.58744332","-0.64817009"," 1.16113245","-0.26460584"," 0.15625121","-0.86326590"," 0.20608765"," 0.30546531"," 0.55853591"," 0.79568058"," 0.94713689"," 0.49091455"," 0.21378182"," 2.09303155"," 1.38095577"," 0.79627985"," 0.20033930"," 2.86017965"," 0.75204085"," 2.41207077"
"Bin.2.06","-0.795766421","-0.158706038","-0.618814319"," 0.082340032","-1.994071491","-0.038183323","-0.043315895"," 0.833833391","-1.385929119","-1.377623018"," 0.409735258","-1.631246108"," 0.470923824","-1.134152004","-0.129153712","-1.619903522"," 1.987668276","-0.788510434","-1.067343527"," 0.140650859","-0.618681847"," 0.976798833","-0.215837569"," 0.114507175","-1.011119929","-1.378295638"," 0.553633110"," 1.043949224"," 0.362907732"," 0.178501015"," 0.084900012"," 0.147300705","-0.181112209"," 0.118134423"," 0.268803414","-0.528566138","-0.285438402","-0.137961260"," 1.274064269"," 1.915260857"," 0.006557108","-0.596735679"," 0.075067852"," 1.754632590"," 1.454346737","-0.355560604","-0.478876257"," 2.673562502"," 0.254657048"," 1.388168222"
"Bin.2.02","-1.82333253","-0.80767984","-0.36129946"," 0.54669205","-1.96127764","-0.04295432","-0.05186057"," 0.95498026","-1.35611094","-0.55515852"," 0.02627826","-1.42933114"," 0.20469553","-1.47078946","-0.69685965","-1.33096097"," 0.24825215"," 0.33043011","-0.50810552","-0.08624911","-0.92113251"," 0.77021954","-0.76422936"," 2.08316868","-0.12309648"," 0.61129937"," 0.58823961"," 0.79786678","-0.63735533","-0.33707170"," 0.29627835","-0.27126721"," 0.14076436"," 0.08442693","-0.14588740","-0.46616080","-0.04896570","-0.62350873"," 0.05899351"," 1.55795219","-0.59712800","-0.29052035"," 1.26540649"," 1.73457085"," 0.86118604"," 0.29671551","-0.02252046"," 3.55205787","-0.12866843"," 0.84900770"
"Bin.1.98","-1.529860236","-0.747425147","-0.337522382"," 0.666682265","-1.393419859"," 0.121383261","-0.722785955"," 0.340880889","-1.369214560","-0.325404305"," 0.613516897","-1.266581983"," 0.397901525","-1.718288868","-0.128158756","-1.154041513","-0.502913148","-1.560412367","-1.162772851"," 0.447278746","-1.311561630"," 0.125049385","-0.440239620"," 0.498774013","-0.869328023"," 0.203505604"," 1.109304719"," 0.145664833"," 0.002031349"," 0.329879302"," 0.018366145"," 0.346851715"," 0.695148005"," 0.738332011"," 0.042700460","-0.513603770"," 0.197164122","-0.299010543"," 0.070051851"," 1.883654061","-0.460785410","-0.867420196"," 1.108104407"," 1.150458734"," 1.353577261"," 0.543740975","-0.332486778"," 3.502225611"," 1.025889110"," 1.335120645"
"Bin.1.94"," 2.31441987","-0.29352715","-1.97438501","-0.21425112","-0.24344436","-0.47510313","-0.33456059"," 0.06596490","-0.53262321","-0.85074895"," 0.25959843","-0.01514744"," 0.50734033","-2.44169973","-0.99608818","-0.73608532","-1.40346289","-1.18128094","-0.76159780","-0.69138437","-0.98435242"," 0.40796238","-0.74431198","-0.02723875","-0.82075380"," 0.51226349"," 0.50009603","-0.50264327","-0.19216686"," 1.86695177","-0.24740457","-1.59892147"," 1.37276547"," 0.31468643"," 0.94633601"," 0.37489364"," 0.26000163"," 0.27812109","-0.24022016"," 0.56856924"," 1.27237246","-0.31420506","-0.80347741"," 1.01938164"," 1.01627483"," 0.83166340"," 0.30723963"," 2.26746413"," 1.23317816"," 1.12354098"
"Bin.1.90","-0.03176037","-0.56172728","-1.67070002"," 0.39607153","-0.82287901","-0.55150300","-0.51724788","-0.02954186","-0.45247747","-0.80811391"," 0.54975388","-0.36288340"," 1.59094106","-1.47175345","-0.63429378","-1.16401497","-1.61895764","-0.76877250","-1.38446748","-0.04549884","-0.92994529"," 0.53110765","-0.74884365"," 0.63983108","-0.82666902"," 4.19016915"," 0.44986553","-0.08890667","-0.04027217"," 0.63526891","-0.01945546","-0.84942946"," 0.54430364"," 0.31258189"," 0.04887400","-0.47394410"," 0.28009496","-0.21811218","-0.16342624"," 0.27256788"," 0.38695556"," 0.59415180","-0.46428770"," 0.72731381"," 0.55821098"," 0.48718869"," 0.12051900"," 2.17442486"," 1.25750023"," 0.97218870"
"Bin.1.86","-1.25928091","-0.65743567","-1.19081965"," 0.63983463","-0.53641353","-0.35334655","-1.37007914","-0.16547430","-1.13600117","-0.85320972"," 0.73291321","-0.99506353"," 0.09070365","-1.02245805","-0.13927534","-0.99943799","-1.22293516","-1.95315530","-1.13818629"," 0.56437375","-1.05970461","-0.11661791","-0.19286114"," 0.54398571","-1.12077327","-0.60349247"," 1.65676734"," 0.68421810"," 0.70590488"," 0.34782098"," 0.05772126"," 1.35298712"," 0.80967562"," 1.25097395"," 0.18346111","-0.50190442"," 0.16781391","-0.48165206"," 0.20107810"," 1.15800579"," 0.08624319","-0.62530415"," 0.65283629"," 1.42944042"," 1.42534938","-0.64528923","-0.32635600"," 2.36358558"," 1.92659233"," 1.63424128"
"Bin.1.82"," 0.72986240","-0.42707121","-0.74663523"," 1.50277859","-1.85178495","-0.69781597","-0.91330610"," 0.27699232","-0.59094666","-1.18954210"," 0.50562016","-1.94232469","-0.20402341","-1.75141203","-0.17499938","-0.76432385","-0.35293988","-1.64177066","-0.84329028"," 0.15607512","-0.82506456"," 0.53612434","-0.55645998"," 0.11609009","-0.21443490","-0.99043541"," 1.78490978"," 0.45463914"," 0.69859747"," 0.67815102"," 0.58892618","-0.11198036"," 0.91578890"," 0.65967204","-0.05491544","-0.44591998","-0.35021024","-0.20281109"," 0.31625499"," 1.80325865","-0.20402341","-1.42014529"," 0.47930114"," 1.59571862"," 1.51122707","-0.47904577","-0.15110355"," 2.17872199"," 1.44177120"," 1.16825516"
"Bin.1.78"," 0.1748494115","-0.7985776475","-0.8113082337"," 0.6149269498","-1.5939764855","-0.4490847967","-0.7629721343"," 0.1860205777","-0.1421695848","-0.8344123203"," 1.7792279642","-2.1753429270"," 0.5390948165","-1.5151568007","-0.2198576540","-0.7715491270","-1.4580971309","-1.8673952356","-0.6806770791"," 0.4566848808","-1.0517666050"," 0.2855829156","-0.8416054153","-0.1891430581","-0.2353694097","-0.5118714753"," 1.9647225335"," 0.2340596352"," 0.3804507007"," 0.0984911910"," 0.4775351965","-0.0181545165"," 0.8855414081"," 0.5297866379","-0.0004041304","-0.8503107337"," 0.1349601778","-0.3041314800"," 0.3854590720"," 1.5730041510"," 0.1792535191","-1.0036308577"," 0.3932749030"," 1.4902668333"," 1.3699229571"," 0.2813141459","-0.4980162625"," 2.0682036450"," 1.6733320402"," 1.4290148378"
"Bin.1.74","-1.46896845","-0.72680053","-1.50886732"," 0.50262085","-0.90102862","-0.32870458","-0.79850075","-0.26797428"," 0.33809140","-1.25303065"," 0.22530866","-1.44657587"," 2.11776845","-1.18279177","-0.43611205","-0.87858901","-1.06348256","-0.67431448","-1.28882325","-0.63560373","-1.29660810"," 0.64979340","-0.64674566","-0.07066789"," 0.14255516","-0.85583802"," 1.71641904"," 0.07156572","-0.16228381","-0.17783775"," 0.16547148"," 0.23337985"," 0.98613223"," 0.28007398"," 0.02130467","-0.37046974"," 0.06000768","-0.11457672"," 0.55259697"," 1.03687808","-0.33833087"," 0.97683276"," 0.65246466"," 1.68750711"," 1.32761575","-0.23288399","-0.63367539"," 2.04864001"," 2.33588796"," 1.63116998"
"Bin.1.70","-1.15270825","-0.84811625","-1.33106010"," 0.13886460","-1.19826431","-0.61545190","-0.91769413","-0.45647351"," 0.11913080","-0.99212843"," 0.04984474","-1.63349236"," 1.22379195","-1.17533456","-0.18249484","-0.79373928","-1.24983218","-0.90289749","-1.46915099","-0.58213546","-1.00151755"," 0.08685838","-0.74231964","-0.09226225","-0.74119869","-0.79053230"," 1.92350718"," 0.38123672"," 0.16822188"," 0.12990001","-0.04754963"," 0.65954319"," 1.04330297"," 0.55321643"," 0.63199394","-0.34198968"," 0.14241748"," 0.18342103"," 0.63092814"," 1.32944480","-0.29328534"," 0.71737592"," 1.31353418"," 1.90480590"," 1.25894401","-0.43473693","-0.34666760"," 2.24414985"," 1.71485811"," 1.78374147"
"Bin.1.66","-0.66141999","-0.51567727","-1.38592288"," 0.48744190","-1.42701995","-0.05044099","-0.81185830","-0.32343388"," 0.17158090","-0.72780189"," 0.64505966","-2.30871691"," 0.18542107","-1.49116637","-0.32683475","-0.70519398","-1.60305023","-1.70432721","-0.99313965","-0.04225262","-1.04687188","-0.05266952","-0.32902207","-0.49574038"," 0.60490687"," 1.30028080"," 1.72860553"," 0.42033524"," 0.34932724","-0.04490414","-0.50081406"," 0.55676725"," 0.59195260"," 0.48771016"," 0.42755613","-1.04766768"," 0.48841559","-0.16280061"," 0.54933797"," 1.14354854","-0.42582381"," 0.01380632"," 1.35179584"," 1.68225474"," 0.84697772"," 0.16260590","-0.38039433"," 2.65096655"," 1.08195450"," 1.63635630"
"Bin.1.62","-0.78805406","-0.63921471","-1.07935747"," 1.06786448","-1.24817201","-0.18327353","-0.91994230","-0.65262661"," 0.53836773","-0.40160914"," 0.20644714","-1.84295829"," 0.04708042","-1.22994907","-0.38515457","-0.62595399","-1.71601422","-1.57201252","-1.35019182","-0.46141463","-0.65360808"," 0.06846270","-0.77925003","-0.18902292","-0.46840479"," 0.45708763"," 1.59758665"," 0.47072604"," 0.15237807"," 0.34255270","-0.46510979"," 0.36795416"," 0.68734685"," 0.55923521"," 0.35997544","-1.15567365"," 0.08360296","-0.21866377"," 0.58953159"," 0.93373684","-0.61605593"," 1.67285085"," 1.47794279"," 1.27599400"," 1.01696507"," 0.01021748","-0.29169979"," 2.86688132"," 1.41865262"," 1.66394695"
"Bin.1.58","-0.11469015","-0.48014427","-0.51942426"," 1.19324993","-0.88526675","-0.16559663","-0.83480966","-0.48249205"," 0.32149676","-0.14866864"," 0.37735756","-1.69561928","-0.24242468","-1.61286538","-0.40189988","-0.77430771","-1.54424017","-1.95903402","-1.12335574","-0.59019731","-0.74465666"," 0.71208207","-0.82999663","-0.33071609"," 0.27951006","-0.28815269"," 1.71959179"," 0.13840993"," 0.13550417"," 0.43429681"," 0.21895070"," 0.17153300"," 0.95326654"," 0.71501388","-0.04137568","-1.27248876","-0.21366945","-0.40889209"," 0.46079377"," 1.03708745","-0.39121283","-0.16985901"," 0.99281495"," 1.04231429"," 1.23507627","-0.33853054","-0.41242349"," 3.20664067"," 1.75453703"," 1.91748289"
"Bin.1.54","-0.42076903","-0.56677639","-0.63048284"," 0.66967717","-0.73833164","-0.38793943","-0.72793570","-0.62436087"," 0.05728348","-0.09800712"," 0.23681868","-1.38470354"," 0.32402136","-1.41371840","-0.52638794","-0.75938361","-1.23290157","-1.30052891","-0.70317053","-0.48701810","-0.70944691"," 0.63806662","-0.89548292"," 0.20304732"," 0.39046069","-0.43527824"," 1.47580568","-0.22208876","-0.07470915","-0.05501027"," 4.34095860"," 0.02940104"," 0.74757613"," 0.25062083","-0.25012405","-0.91606279","-0.43239624","-0.38737926"," 0.36327701"," 0.62609936","-0.41676764"," 0.33378708"," 0.30987997"," 0.77088910"," 1.02955169","-0.38963428","-0.66502703"," 2.19415451"," 1.60074510"," 1.25970171"
"Bin.1.50","-0.91951050","-0.67177337","-0.96380993"," 0.07873998","-0.96276976","-0.89924287","-0.12245237","-0.74362004","-0.56058635","-0.28606129"," 0.95103810","-0.69719495"," 1.14248791","-1.89145293","-0.61244568","-0.28545612","-0.42837532","-0.58588104","-0.57891875","-0.70344998","-0.92493494"," 0.89526634","-0.30815708","-0.08593839"," 0.67851406"," 0.56169810"," 1.46089067","-0.18966926","-0.47596669","-0.47407644","-0.14423868","-0.69188380"," 0.89640241","-0.27856306","-0.45072552","-1.01431015"," 0.15846361","-0.15137022","-0.02654438"," 1.21567404","-0.50885245"," 2.46640922","-0.31454879"," 1.17731652"," 1.23997912","-0.21798191","-1.22399790"," 1.44305811"," 3.23846252"," 1.79036022"
"Bin.1.46","-0.86418718","-0.66274585","-1.15165275"," 0.23027934","-1.26565292","-0.09335646","-0.18942639","-0.48328862","-0.89797250","-0.46317009"," 1.26186700","-0.76647684"," 0.76860391","-1.88171746","-1.00189902","-0.26680751","-0.98242513","-0.60776726","-0.67771957","-0.61385228","-0.94941595"," 0.28536269","-1.00708707"," 0.13792819"," 0.95188792"," 1.96550149"," 1.20596934"," 0.16318714","-0.33913824","-0.01568270"," 0.08248841","-0.48756315"," 0.96804480","-0.11883481","-0.27923220","-1.00442144"," 0.38855139","-0.20682125","-0.28944395"," 1.38743973"," 0.24539387"," 3.90966443"," 0.04110759"," 0.93119021"," 0.56389593","-0.23401155","-0.91893336"," 1.41111128"," 1.03014542"," 0.79108344"
"Bin.1.42","-0.035550101","-0.844297998","-1.371952342"," 0.504222955","-1.209738521","-0.326922406","-0.887369818","-0.544517783","-1.029758281","-0.932172779"," 0.514380454","-1.168117943"," 0.170388655","-1.533339333","-0.557166677","-0.631901955","-1.104827126","-1.162406317","-1.026431064","-0.672512996","-0.612643314"," 0.086790535","-1.179575238"," 0.172145174","-0.448593037"," 0.219599612"," 1.764814918"," 0.307021272"," 0.003923293"," 0.302047009","-0.213922162"," 0.302047009"," 1.188674729"," 0.376217533"," 0.503194741","-0.797041094"," 0.052346430","-0.098155699"," 0.591760210"," 1.149734517"," 0.008724513"," 3.443956946"," 0.723518484"," 1.461953782"," 1.202454158","-0.224792393","-0.827370120"," 1.562469456"," 1.471637148"," 1.357052959"
"Bin.1.38","-0.12901536","-0.20582008","-1.08742121"," 1.07475250","-1.42703343","-0.38041681","-1.01877806","-0.28652311","-0.78266601","-0.35413512"," 0.33124781","-1.24972856"," 0.49945968","-0.96753938","-0.01401145","-1.11811581","-0.38804590","-1.39009110","-1.26684375","-0.65167209","-1.15434954"," 0.03783300","-1.19527292"," 0.15174774","-0.56405648"," 3.20511795"," 1.71186378"," 0.02100951"," 0.98572891","-0.25937160"," 0.51641031"," 0.06633872"," 0.63653275"," 0.17503978"," 0.15379350"," 0.49366955","-0.57012186","-0.01931996"," 0.45564098"," 1.57307745","-0.43841461","-0.54452329"," 0.29153977"," 1.21165938"," 0.83643331","-0.80521780","-1.03128898"," 2.19093218"," 1.04732567"," 1.63264001"
"Bin.1.34","-0.05878800","-0.65844141","-0.24462612"," 0.09911221","-0.29297407","-0.13601532","-0.44746750"," 0.06186836","-0.78651298","-0.37648444"," 0.14065304","-0.67203116","-0.49454946","-0.97007822","-1.18212568","-0.39237534","-0.32892390","-0.33650562"," 0.16995098","-0.40422569","-0.74498318"," 0.38272823","-0.50835129"," 0.49642022"," 0.21519554"," 4.08053500","-0.04773228"," 0.59612992","-0.43425165","-0.49495684"," 1.44077406","-0.80671641"," 0.39065062","-0.27058750","-1.04759697","-0.69518850","-0.12810415","-0.24534193"," 0.22751218"," 0.53864181","-0.57684076"," 3.26115040","-0.46063551"," 0.27507273","-0.29314168","-0.74851419","-0.61887246"," 2.70738081"," 0.73024819"," 0.08991592"
"Bin.1.30"," 0.64155131","-0.18002187"," 0.50678223","-0.13131527","-0.30282854"," 0.21522605","-0.48289919","-0.17880611","-0.56772692","-0.16394293"," 0.11230772","-0.51222595","-0.08615671","-0.74085793","-0.70693297","-1.15447198","-0.42865359","-1.07440597"," 0.64060633","-0.41471401","-0.46102806"," 0.91598774","-0.55642975"," 0.81888721"," 1.33847077"," 4.07417486"," 0.36782961","-0.30885813","-0.34905957","-0.19881443"," 0.20979892"," 0.16489389","-0.35609529","-0.03671043","-1.45053364","-0.82041691","-0.78336937","-0.98222881"," 0.56765614","-0.06774415","-0.43997363"," 0.77589714","-0.33103163"," 0.10658059"," 0.55437280","-1.00410982","-0.95296081"," 3.73511173"," 0.09269817"," 0.38649114"
"Bin.1.26"," 0.33168883"," 1.13779272"," 0.50712571"," 1.10443028","-1.11623349"," 0.06329632","-0.16964506"," 0.33040781"," 0.45847387"," 0.39373140"," 1.09524095","-0.40473726"," 0.77207710","-0.38078763","-0.16964506","-1.42119541"," 0.01382837","-0.86088230"," 2.31602204","-0.06810749","-0.26312021"," 1.53567301","-0.03625410"," 0.67811741"," 1.33470398","-1.64358781"," 0.48800730","-0.96242662","-0.55843438","-0.32934943","-1.46498220","-0.47929535","-0.84275208","-0.17365245","-0.93919364","-1.12686625","-0.90925661","-0.57257144","-0.18430587"," 0.22540529","-0.09987663"," 0.43010199","-0.46296295"," 1.13367278"," 0.80598660","-1.28594938","-1.94954776"," 3.27702334"," 0.18190157"," 0.26091019"
"Bin.1.22","-0.0625302190"," 0.0341591712"," 0.9845772728"," 1.8615826423","-1.4852053552"," 0.0137719991","-0.0581626126"," 0.3724165063","-0.0548173886"," 1.3153000848"," 0.3152592409","-1.5021580531","-0.5477255311"," 0.0092258145","-0.9381696053","-1.1350256044","-0.7681664125","-1.0392319012"," 2.2605895266"," 0.1156392576","-0.7738109971"," 0.7915148682","-0.3544687367","-0.0777227879"," 0.7651306335","-0.0936122332"," 0.1908672574","-0.7843624553"," 0.1908672574","-0.0008746105","-1.0556204924","-0.8050233254","-0.8396998906"," 0.1451335877","-0.1567461040","-1.1153773556","-0.8210732484","-0.8734287985"," 0.9763850682"," 0.0295115886"," 0.5961164638"," 3.5615796212","-0.5816578086"," 0.9799191133"," 0.2773036028","-0.9250382247","-1.0991067473"," 1.8452509752"," 0.4216260363","-0.1049110907"
